,target,rmse,r2,start,mid,end,actual,predict
50,target_1,0.8019923183552391,0.19269597007892125,150,210,240,"[[5.72]
 [5.67]
 [5.32]
 [5.21]
 [4.78]
 [4.61]
 [4.88]
 [4.91]
 [4.86]
 [4.71]
 [4.65]
 [4.65]
 [4.13]
 [4.06]
 [4.04]
 [4.14]
 [4.05]
 [4.08]
 [3.54]
 [2.96]
 [2.78]
 [3.04]
 [3.54]
 [3.09]
 [3.  ]
 [3.12]
 [2.97]
 [2.75]
 [2.79]
 [2.61]
 [2.52]
 [2.36]
 [2.15]
 [2.34]
 [2.31]
 [2.46]
 [2.49]
 [3.77]
 [3.51]
 [3.13]
 [2.94]
 [2.97]
 [3.11]
 [2.98]
 [3.26]
 [3.19]
 [3.35]
 [3.81]
 [4.58]
 [4.49]
 [4.45]
 [4.27]
 [4.15]
 [4.32]
 [3.63]
 [3.51]
 [3.56]
 [3.98]
 [3.86]
 [4.09]]","[[ 5.69358821]
 [ 5.3791776 ]
 [ 5.25015801]
 [ 5.27492207]
 [ 4.74262824]
 [ 4.74676707]
 [ 4.94882684]
 [ 4.86270462]
 [ 4.86565545]
 [ 4.73016649]
 [ 4.46350993]
 [ 4.06397664]
 [ 4.02582737]
 [ 3.87043856]
 [ 3.89324604]
 [ 3.87837545]
 [ 3.94682657]
 [ 3.64454937]
 [ 1.91751936]
 [ 2.57312014]
 [ 2.31822004]
 [ 2.08504555]
 [ 2.77956559]
 [ 2.71692683]
 [ 2.61307403]
 [ 2.78100248]
 [ 2.428086  ]
 [ 2.35102066]
 [ 2.27848961]
 [ 2.20617483]
 [ 1.94533417]
 [ 1.76969175]
 [ 1.79259443]
 [ 1.99242682]
 [ 2.12643831]
 [ 2.05888204]
 [-0.37592149]
 [ 2.50119805]
 [ 2.39069658]
 [ 2.39918792]
 [ 2.01761602]
 [ 1.59167855]
 [ 2.2138731 ]
 [ 2.00435205]
 [ 2.79774594]
 [ 2.53577622]
 [ 2.4647326 ]
 [ 2.3812219 ]
 [ 3.92386804]
 [ 4.17586981]
 [ 3.80884773]
 [ 3.98544566]
 [ 3.70786975]
 [ 1.8054052 ]
 [ 2.53842309]
 [ 2.80553737]
 [ 2.66987276]
 [ 3.5635374 ]
 [ 3.14017894]
 [ 3.33408929]]"
51,target_2,1.1854400344067364,-0.6265675097623762,150,210,240,"[[5.76]
 [5.72]
 [5.67]
 [5.32]
 [5.21]
 [4.78]
 [4.61]
 [4.88]
 [4.91]
 [4.86]
 [4.71]
 [4.65]
 [4.65]
 [4.13]
 [4.06]
 [4.04]
 [4.14]
 [4.05]
 [4.08]
 [3.54]
 [2.96]
 [2.78]
 [3.04]
 [3.54]
 [3.09]
 [3.  ]
 [3.12]
 [2.97]
 [2.75]
 [2.79]
 [2.61]
 [2.52]
 [2.36]
 [2.15]
 [2.34]
 [2.31]
 [2.46]
 [2.49]
 [3.77]
 [3.51]
 [3.13]
 [2.94]
 [2.97]
 [3.11]
 [2.98]
 [3.26]
 [3.19]
 [3.35]
 [3.81]
 [4.58]
 [4.49]
 [4.45]
 [4.27]
 [4.15]
 [4.32]
 [3.63]
 [3.51]
 [3.56]
 [3.98]
 [3.86]]","[[ 5.69932543]
 [ 5.39317657]
 [ 5.25427606]
 [ 5.13799322]
 [ 4.7426059 ]
 [ 4.89479834]
 [ 4.93399899]
 [ 4.85501341]
 [ 4.82295708]
 [ 4.65415137]
 [ 4.51814493]
 [ 3.88866244]
 [ 3.83388471]
 [ 3.76014049]
 [ 3.78882887]
 [ 3.82993993]
 [ 3.91110919]
 [ 3.38260651]
 [ 1.50676612]
 [ 2.36658274]
 [ 2.19688842]
 [ 1.68008322]
 [ 2.44727016]
 [ 2.61290489]
 [ 2.49998746]
 [ 2.67369948]
 [ 2.26507949]
 [ 2.22426998]
 [ 2.15912565]
 [ 2.06126403]
 [ 1.77522708]
 [ 1.57527334]
 [ 1.59196545]
 [ 1.8802979 ]
 [ 2.0566936 ]
 [ 2.00230791]
 [-2.36677884]
 [ 1.82849834]
 [ 1.97734879]
 [ 2.16408394]
 [ 1.73476595]
 [ 0.82321605]
 [ 1.82340353]
 [ 1.64431579]
 [ 2.57036606]
 [ 2.36860809]
 [ 2.19456762]
 [ 1.73650804]
 [ 3.70211547]
 [ 4.06970458]
 [ 3.63474343]
 [ 3.78559197]
 [ 3.73459867]
 [ 0.7580647 ]
 [ 2.03705024]
 [ 2.61283947]
 [ 2.44916475]
 [ 3.22572476]
 [ 3.03635365]
 [ 3.01782657]]"
52,target_3,0.5999967155879927,0.6070928486510956,150,210,240,"[[5.52]
 [5.76]
 [5.72]
 [5.67]
 [5.32]
 [5.21]
 [4.78]
 [4.61]
 [4.88]
 [4.91]
 [4.86]
 [4.71]
 [4.65]
 [4.65]
 [4.13]
 [4.06]
 [4.04]
 [4.14]
 [4.05]
 [4.08]
 [3.54]
 [2.96]
 [2.78]
 [3.04]
 [3.54]
 [3.09]
 [3.  ]
 [3.12]
 [2.97]
 [2.75]
 [2.79]
 [2.61]
 [2.52]
 [2.36]
 [2.15]
 [2.34]
 [2.31]
 [2.46]
 [2.49]
 [3.77]
 [3.51]
 [3.13]
 [2.94]
 [2.97]
 [3.11]
 [2.98]
 [3.26]
 [3.19]
 [3.35]
 [3.81]
 [4.58]
 [4.49]
 [4.45]
 [4.27]
 [4.15]
 [4.32]
 [3.63]
 [3.51]
 [3.56]
 [3.98]]","[[5.9751894 ]
 [5.18530848]
 [5.50124205]
 [4.91774434]
 [4.46414602]
 [4.69886649]
 [4.69846605]
 [5.00770208]
 [4.99068919]
 [4.86267262]
 [4.60566174]
 [4.04326912]
 [4.07592728]
 [3.96821156]
 [4.05175614]
 [4.64682195]
 [4.13237085]
 [3.38471223]
 [2.44889653]
 [2.56477361]
 [2.97375444]
 [3.11251845]
 [2.7472894 ]
 [3.35613896]
 [2.56361318]
 [3.31908703]
 [2.90977068]
 [2.78553972]
 [2.87075613]
 [2.72067453]
 [2.43193499]
 [2.23998663]
 [2.45671051]
 [2.45654545]
 [2.16479249]
 [2.55604405]
 [1.2155224 ]
 [3.050143  ]
 [2.53192531]
 [3.14369386]
 [2.80173894]
 [2.68622618]
 [2.47747431]
 [2.80093976]
 [2.97826193]
 [3.46205005]
 [3.24819819]
 [3.68575031]
 [4.30103814]
 [4.75291073]
 [4.11125396]
 [4.36336812]
 [4.21578303]
 [2.71646049]
 [3.01160458]
 [3.36909012]
 [3.55575842]
 [3.78950862]
 [3.90302622]
 [3.99339419]]"
53,target_4,0.7058582084930505,0.4850923227914392,150,210,240,"[[5.54]
 [5.52]
 [5.76]
 [5.72]
 [5.67]
 [5.32]
 [5.21]
 [4.78]
 [4.61]
 [4.88]
 [4.91]
 [4.86]
 [4.71]
 [4.65]
 [4.65]
 [4.13]
 [4.06]
 [4.04]
 [4.14]
 [4.05]
 [4.08]
 [3.54]
 [2.96]
 [2.78]
 [3.04]
 [3.54]
 [3.09]
 [3.  ]
 [3.12]
 [2.97]
 [2.75]
 [2.79]
 [2.61]
 [2.52]
 [2.36]
 [2.15]
 [2.34]
 [2.31]
 [2.46]
 [2.49]
 [3.77]
 [3.51]
 [3.13]
 [2.94]
 [2.97]
 [3.11]
 [2.98]
 [3.26]
 [3.19]
 [3.35]
 [3.81]
 [4.58]
 [4.49]
 [4.45]
 [4.27]
 [4.15]
 [4.32]
 [3.63]
 [3.51]
 [3.56]]","[[5.92912818]
 [5.23284938]
 [5.43738277]
 [5.05679803]
 [4.4975495 ]
 [4.60041741]
 [4.76145358]
 [4.96374457]
 [4.95673347]
 [4.85395516]
 [4.51601194]
 [4.11885169]
 [4.14115329]
 [3.97232445]
 [4.04489309]
 [5.12883517]
 [4.06396926]
 [3.54097771]
 [3.21727568]
 [2.59438095]
 [3.49606023]
 [3.78798504]
 [2.89124047]
 [3.85914655]
 [2.57176353]
 [3.84374058]
 [3.48156321]
 [3.35276083]
 [3.37771691]
 [3.25936931]
 [2.99203551]
 [2.80758772]
 [2.9904754 ]
 [2.9755857 ]
 [2.30741481]
 [3.03962777]
 [2.96767498]
 [4.01703858]
 [2.7100351 ]
 [3.71845062]
 [3.42046598]
 [3.58627523]
 [2.60258517]
 [3.26027243]
 [3.00150174]
 [3.97681943]
 [3.68204963]
 [4.30442014]
 [4.80193311]
 [5.11603568]
 [4.59037581]
 [4.82066535]
 [4.51267722]
 [3.65499619]
 [3.65370966]
 [3.76551985]
 [3.93554505]
 [4.36528775]
 [4.22647184]
 [4.46030411]]"
54,target_5,1.2236424355779172,-0.4502976307979818,150,210,240,"[[5.79]
 [5.54]
 [5.52]
 [5.76]
 [5.72]
 [5.67]
 [5.32]
 [5.21]
 [4.78]
 [4.61]
 [4.88]
 [4.91]
 [4.86]
 [4.71]
 [4.65]
 [4.65]
 [4.13]
 [4.06]
 [4.04]
 [4.14]
 [4.05]
 [4.08]
 [3.54]
 [2.96]
 [2.78]
 [3.04]
 [3.54]
 [3.09]
 [3.  ]
 [3.12]
 [2.97]
 [2.75]
 [2.79]
 [2.61]
 [2.52]
 [2.36]
 [2.15]
 [2.34]
 [2.31]
 [2.46]
 [2.49]
 [3.77]
 [3.51]
 [3.13]
 [2.94]
 [2.97]
 [3.11]
 [2.98]
 [3.26]
 [3.19]
 [3.35]
 [3.81]
 [4.58]
 [4.49]
 [4.45]
 [4.27]
 [4.15]
 [4.32]
 [3.63]
 [3.51]]","[[ 5.81171538]
 [ 5.33425506]
 [ 5.37253161]
 [ 5.1781466 ]
 [ 4.71621902]
 [ 4.89682699]
 [ 4.79957206]
 [ 4.88303849]
 [ 4.9400239 ]
 [ 4.68104662]
 [ 4.50863526]
 [ 3.78091016]
 [ 3.74239234]
 [ 3.64085341]
 [ 3.67469974]
 [ 4.81243304]
 [ 3.8611446 ]
 [ 3.20469418]
 [ 1.99017801]
 [ 2.16922457]
 [ 3.02280481]
 [ 2.39758436]
 [ 2.15341855]
 [ 3.45730401]
 [ 2.20529441]
 [ 3.5140961 ]
 [ 3.00836495]
 [ 2.90615834]
 [ 2.95531989]
 [ 2.82094365]
 [ 2.46310485]
 [ 2.26577426]
 [ 2.39071432]
 [ 2.6119072 ]
 [ 2.14174312]
 [ 2.77647445]
 [-2.88809097]
 [ 2.31019889]
 [ 1.55986929]
 [ 2.91334957]
 [ 2.32199727]
 [ 1.25517718]
 [ 1.44598585]
 [ 1.94879709]
 [ 2.4220068 ]
 [ 3.14183295]
 [ 2.50470366]
 [ 2.09872069]
 [ 4.20035887]
 [ 4.69391301]
 [ 4.04111044]
 [ 4.32746051]
 [ 4.26369159]
 [ 0.79444916]
 [ 2.2216871 ]
 [ 3.06863922]
 [ 2.85472277]
 [ 3.67674739]
 [ 3.52075673]
 [ 3.55788917]]"
55,target_6,1.403853840770434,-0.7852921767962944,150,210,240,"[[5.94]
 [5.79]
 [5.54]
 [5.52]
 [5.76]
 [5.72]
 [5.67]
 [5.32]
 [5.21]
 [4.78]
 [4.61]
 [4.88]
 [4.91]
 [4.86]
 [4.71]
 [4.65]
 [4.65]
 [4.13]
 [4.06]
 [4.04]
 [4.14]
 [4.05]
 [4.08]
 [3.54]
 [2.96]
 [2.78]
 [3.04]
 [3.54]
 [3.09]
 [3.  ]
 [3.12]
 [2.97]
 [2.75]
 [2.79]
 [2.61]
 [2.52]
 [2.36]
 [2.15]
 [2.34]
 [2.31]
 [2.46]
 [2.49]
 [3.77]
 [3.51]
 [3.13]
 [2.94]
 [2.97]
 [3.11]
 [2.98]
 [3.26]
 [3.19]
 [3.35]
 [3.81]
 [4.58]
 [4.49]
 [4.45]
 [4.27]
 [4.15]
 [4.32]
 [3.63]]","[[ 5.95887271]
 [ 5.30424541]
 [ 5.50969094]
 [ 5.02851508]
 [ 4.65487046]
 [ 4.99944308]
 [ 4.723287  ]
 [ 4.96475727]
 [ 5.00934657]
 [ 4.71898711]
 [ 4.61456247]
 [ 3.67878265]
 [ 3.65842675]
 [ 3.61602493]
 [ 3.67079207]
 [ 5.16841158]
 [ 3.92457345]
 [ 2.96612946]
 [ 1.92723103]
 [ 2.0358652 ]
 [ 3.24244742]
 [ 2.50846961]
 [ 1.91440934]
 [ 3.71286002]
 [ 2.08984602]
 [ 3.73702927]
 [ 3.15814519]
 [ 3.04975173]
 [ 3.17720196]
 [ 2.99643946]
 [ 2.59972462]
 [ 2.383382  ]
 [ 2.57174805]
 [ 2.7882747 ]
 [ 2.13236325]
 [ 2.99676774]
 [-3.88748535]
 [ 2.08445272]
 [ 1.29195029]
 [ 3.09660023]
 [ 2.44783526]
 [ 1.12606182]
 [ 1.2386969 ]
 [ 1.98241444]
 [ 2.33443783]
 [ 3.4182814 ]
 [ 2.58615028]
 [ 2.0708859 ]
 [ 4.23339148]
 [ 4.90387936]
 [ 4.07783997]
 [ 4.40546796]
 [ 4.50533466]
 [ 0.3614542 ]
 [ 2.05544233]
 [ 3.17267364]
 [ 3.01527341]
 [ 3.59428401]
 [ 3.74334855]
 [ 3.6335995 ]]"
56,target_7,1.4008680606736725,-0.6396089077478999,150,210,240,"[[6.26]
 [5.94]
 [5.79]
 [5.54]
 [5.52]
 [5.76]
 [5.72]
 [5.67]
 [5.32]
 [5.21]
 [4.78]
 [4.61]
 [4.88]
 [4.91]
 [4.86]
 [4.71]
 [4.65]
 [4.65]
 [4.13]
 [4.06]
 [4.04]
 [4.14]
 [4.05]
 [4.08]
 [3.54]
 [2.96]
 [2.78]
 [3.04]
 [3.54]
 [3.09]
 [3.  ]
 [3.12]
 [2.97]
 [2.75]
 [2.79]
 [2.61]
 [2.52]
 [2.36]
 [2.15]
 [2.34]
 [2.31]
 [2.46]
 [2.49]
 [3.77]
 [3.51]
 [3.13]
 [2.94]
 [2.97]
 [3.11]
 [2.98]
 [3.26]
 [3.19]
 [3.35]
 [3.81]
 [4.58]
 [4.49]
 [4.45]
 [4.27]
 [4.15]
 [4.32]]","[[ 5.97978899]
 [ 5.19413318]
 [ 5.57586915]
 [ 5.05395572]
 [ 4.63202861]
 [ 4.96428835]
 [ 4.59521851]
 [ 4.99024196]
 [ 5.11993327]
 [ 4.77413008]
 [ 4.62368999]
 [ 3.69531066]
 [ 3.70014102]
 [ 3.62745856]
 [ 3.68212823]
 [ 5.47502228]
 [ 3.97380219]
 [ 2.98122747]
 [ 2.04260052]
 [ 2.11898109]
 [ 3.55180035]
 [ 2.79809946]
 [ 1.92314179]
 [ 4.01691952]
 [ 2.05417565]
 [ 4.03238067]
 [ 3.41163787]
 [ 3.24526961]
 [ 3.4819597 ]
 [ 3.2814587 ]
 [ 2.85077903]
 [ 2.65900918]
 [ 2.93438616]
 [ 3.06067407]
 [ 2.24701029]
 [ 3.28077229]
 [-4.11177913]
 [ 2.20530268]
 [ 1.24334674]
 [ 3.37565365]
 [ 2.62514663]
 [ 1.31401355]
 [ 1.23795329]
 [ 2.13904757]
 [ 2.440755  ]
 [ 3.68430649]
 [ 2.6798861 ]
 [ 2.28087196]
 [ 4.35026577]
 [ 5.09637053]
 [ 4.12282794]
 [ 4.56622407]
 [ 4.61568715]
 [ 0.45281124]
 [ 2.09661279]
 [ 3.3522032 ]
 [ 3.16200956]
 [ 3.73822919]
 [ 3.89529397]
 [ 3.87198974]]"
57,target_8,1.4743999567842025,-0.6746160814153617,150,210,240,"[[6.42]
 [6.26]
 [5.94]
 [5.79]
 [5.54]
 [5.52]
 [5.76]
 [5.72]
 [5.67]
 [5.32]
 [5.21]
 [4.78]
 [4.61]
 [4.88]
 [4.91]
 [4.86]
 [4.71]
 [4.65]
 [4.65]
 [4.13]
 [4.06]
 [4.04]
 [4.14]
 [4.05]
 [4.08]
 [3.54]
 [2.96]
 [2.78]
 [3.04]
 [3.54]
 [3.09]
 [3.  ]
 [3.12]
 [2.97]
 [2.75]
 [2.79]
 [2.61]
 [2.52]
 [2.36]
 [2.15]
 [2.34]
 [2.31]
 [2.46]
 [2.49]
 [3.77]
 [3.51]
 [3.13]
 [2.94]
 [2.97]
 [3.11]
 [2.98]
 [3.26]
 [3.19]
 [3.35]
 [3.81]
 [4.58]
 [4.49]
 [4.45]
 [4.27]
 [4.15]]","[[ 6.04927309]
 [ 4.84422759]
 [ 5.65393236]
 [ 4.54512989]
 [ 4.2638924 ]
 [ 4.84817351]
 [ 4.19860975]
 [ 4.97917133]
 [ 5.1043566 ]
 [ 4.73920845]
 [ 4.65673572]
 [ 3.52535698]
 [ 3.58857754]
 [ 3.5862045 ]
 [ 3.6972837 ]
 [ 5.13603876]
 [ 4.03764201]
 [ 2.59042135]
 [ 1.45780477]
 [ 2.03894754]
 [ 3.2072641 ]
 [ 2.71785142]
 [ 1.75108702]
 [ 3.60478561]
 [ 1.9504353 ]
 [ 3.52501173]
 [ 2.84676268]
 [ 2.64446805]
 [ 3.04703821]
 [ 2.76874972]
 [ 2.31065617]
 [ 2.11092309]
 [ 2.59115901]
 [ 2.52151983]
 [ 1.96757968]
 [ 2.80183067]
 [-4.18604382]
 [ 1.52408175]
 [ 1.20788716]
 [ 3.0246757 ]
 [ 2.29627767]
 [ 1.13385806]
 [ 1.33541295]
 [ 2.14056794]
 [ 2.52291076]
 [ 3.51616408]
 [ 2.66885429]
 [ 2.68879761]
 [ 3.92581526]
 [ 4.86303463]
 [ 3.61633515]
 [ 4.12593955]
 [ 4.38719755]
 [ 0.3396731 ]
 [ 1.69923463]
 [ 3.16497191]
 [ 3.26188406]
 [ 3.15155009]
 [ 3.89069612]
 [ 3.70903301]]"
58,target_9,1.1754532371544406,0.04912836330385084,150,210,240,"[[7.02]
 [6.42]
 [6.26]
 [5.94]
 [5.79]
 [5.54]
 [5.52]
 [5.76]
 [5.72]
 [5.67]
 [5.32]
 [5.21]
 [4.78]
 [4.61]
 [4.88]
 [4.91]
 [4.86]
 [4.71]
 [4.65]
 [4.65]
 [4.13]
 [4.06]
 [4.04]
 [4.14]
 [4.05]
 [4.08]
 [3.54]
 [2.96]
 [2.78]
 [3.04]
 [3.54]
 [3.09]
 [3.  ]
 [3.12]
 [2.97]
 [2.75]
 [2.79]
 [2.61]
 [2.52]
 [2.36]
 [2.15]
 [2.34]
 [2.31]
 [2.46]
 [2.49]
 [3.77]
 [3.51]
 [3.13]
 [2.94]
 [2.97]
 [3.11]
 [2.98]
 [3.26]
 [3.19]
 [3.35]
 [3.81]
 [4.58]
 [4.49]
 [4.45]
 [4.27]]","[[ 5.80253312]
 [ 4.79640122]
 [ 5.39559753]
 [ 4.52005456]
 [ 4.19527293]
 [ 4.62959192]
 [ 4.22596049]
 [ 4.80736521]
 [ 4.88395796]
 [ 4.61049195]
 [ 4.47868213]
 [ 3.60758899]
 [ 3.65039271]
 [ 3.60463766]
 [ 3.70766232]
 [ 5.13067724]
 [ 3.92436778]
 [ 2.80323177]
 [ 2.22500784]
 [ 2.17955654]
 [ 3.44119449]
 [ 3.29575047]
 [ 2.08898756]
 [ 3.74782214]
 [ 2.13888019]
 [ 3.68267647]
 [ 3.13888123]
 [ 2.97461673]
 [ 3.23963159]
 [ 3.01901669]
 [ 2.64390144]
 [ 2.45529918]
 [ 2.85817575]
 [ 2.76777677]
 [ 2.10706842]
 [ 2.9898579 ]
 [-1.21986596]
 [ 2.52147882]
 [ 1.71529096]
 [ 3.34922994]
 [ 2.81571329]
 [ 2.17511319]
 [ 1.76822195]
 [ 2.66174209]
 [ 2.64591172]
 [ 3.77876056]
 [ 3.14464496]
 [ 3.47690023]
 [ 4.24548052]
 [ 4.91200415]
 [ 3.94764551]
 [ 4.32755284]
 [ 4.44740286]
 [ 1.67848766]
 [ 2.4571513 ]
 [ 3.44061927]
 [ 3.6117699 ]
 [ 3.57445317]
 [ 4.0712081 ]
 [ 3.99897   ]]"
59,target_10,1.2105728950469907,0.06290573625233975,150,210,240,"[[6.6 ]
 [7.02]
 [6.42]
 [6.26]
 [5.94]
 [5.79]
 [5.54]
 [5.52]
 [5.76]
 [5.72]
 [5.67]
 [5.32]
 [5.21]
 [4.78]
 [4.61]
 [4.88]
 [4.91]
 [4.86]
 [4.71]
 [4.65]
 [4.65]
 [4.13]
 [4.06]
 [4.04]
 [4.14]
 [4.05]
 [4.08]
 [3.54]
 [2.96]
 [2.78]
 [3.04]
 [3.54]
 [3.09]
 [3.  ]
 [3.12]
 [2.97]
 [2.75]
 [2.79]
 [2.61]
 [2.52]
 [2.36]
 [2.15]
 [2.34]
 [2.31]
 [2.46]
 [2.49]
 [3.77]
 [3.51]
 [3.13]
 [2.94]
 [2.97]
 [3.11]
 [2.98]
 [3.26]
 [3.19]
 [3.35]
 [3.81]
 [4.58]
 [4.49]
 [4.45]]","[[ 5.73517526]
 [ 4.8520359 ]
 [ 5.34739152]
 [ 4.83388105]
 [ 4.31648398]
 [ 4.53014843]
 [ 4.30013906]
 [ 4.77656794]
 [ 4.93393102]
 [ 4.64572986]
 [ 4.37113476]
 [ 3.72231875]
 [ 3.75969878]
 [ 3.60985266]
 [ 3.67898779]
 [ 5.78295136]
 [ 3.8646083 ]
 [ 3.07252446]
 [ 3.00487189]
 [ 2.27737854]
 [ 4.0948766 ]
 [ 3.91965617]
 [ 2.2495632 ]
 [ 4.44111973]
 [ 2.11649163]
 [ 4.42499577]
 [ 3.90183352]
 [ 3.69523985]
 [ 3.94404305]
 [ 3.76286634]
 [ 3.38494192]
 [ 3.22683916]
 [ 3.58088085]
 [ 3.49657692]
 [ 2.35901026]
 [ 3.66588287]
 [-0.25315183]
 [ 3.49851243]
 [ 1.78973182]
 [ 4.04791616]
 [ 3.44229834]
 [ 2.95443925]
 [ 1.7897999 ]
 [ 3.02547405]
 [ 2.6847945 ]
 [ 4.33518557]
 [ 3.43398609]
 [ 3.79299124]
 [ 4.78682963]
 [ 5.35656986]
 [ 4.45964225]
 [ 4.90531917]
 [ 4.75167943]
 [ 2.38743776]
 [ 3.03922643]
 [ 3.86046254]
 [ 3.85831138]
 [ 4.27663421]
 [ 4.33377135]
 [ 4.52097234]]"
60,target_1,3.0571691683114235,-13.905363127455901,180,240,270,"[[2.52]
 [2.36]
 [2.15]
 [2.34]
 [2.31]
 [2.46]
 [2.49]
 [3.77]
 [3.51]
 [3.13]
 [2.94]
 [2.97]
 [3.11]
 [2.98]
 [3.26]
 [3.19]
 [3.35]
 [3.81]
 [4.58]
 [4.49]
 [4.45]
 [4.27]
 [4.15]
 [4.32]
 [3.63]
 [3.51]
 [3.56]
 [3.98]
 [3.86]
 [4.09]
 [3.92]
 [3.19]
 [2.86]
 [2.78]
 [2.85]
 [2.8 ]
 [2.68]
 [2.59]
 [2.56]
 [2.51]
 [2.39]
 [2.29]
 [2.16]
 [2.12]
 [2.01]
 [1.98]
 [2.01]
 [2.05]
 [2.14]
 [2.2 ]
 [2.29]
 [2.18]
 [2.18]
 [2.33]
 [3.06]
 [2.97]
 [2.98]
 [3.51]
 [4.42]
 [4.96]]","[[ 2.56999176]
 [ 2.38558251]
 [ 2.31009948]
 [ 2.45902032]
 [ 2.45446053]
 [ 2.41671865]
 [ 5.01396368]
 [ 4.25343982]
 [ 3.37248746]
 [ 3.15348745]
 [ 3.1209314 ]
 [ 3.65495432]
 [ 3.11611057]
 [ 3.06723921]
 [ 3.1129845 ]
 [ 3.27492591]
 [ 3.47915984]
 [ 4.00540329]
 [ 4.53057107]
 [ 4.48891134]
 [ 4.46837955]
 [ 4.45262993]
 [ 3.98072445]
 [ 4.2362774 ]
 [ 3.91805074]
 [ 3.38011786]
 [ 3.51453649]
 [ 4.26349986]
 [ 3.69043132]
 [ 3.99279558]
 [ 4.42591517]
 [ 3.52262499]
 [ 2.95823638]
 [ 2.81001476]
 [ 2.92033624]
 [ 2.62378856]
 [ 2.8148256 ]
 [ 2.58455158]
 [ 2.61327251]
 [ 2.74054449]
 [ 2.51627713]
 [ 2.48440331]
 [ 2.26463426]
 [ 2.34062008]
 [ 2.09503028]
 [ 2.23763709]
 [ 2.17102161]
 [ 2.19799171]
 [ 2.27813686]
 [ 2.33442521]
 [ 2.5227166 ]
 [ 2.39198463]
 [ 2.78642411]
 [ 3.85780739]
 [ 4.17401873]
 [ 3.25931281]
 [ 3.81353802]
 [ 7.00501222]
 [ 7.45239998]
 [27.89930706]]"
61,target_2,1.9332696231756414,-5.588362923452275,180,240,270,"[[2.61]
 [2.52]
 [2.36]
 [2.15]
 [2.34]
 [2.31]
 [2.46]
 [2.49]
 [3.77]
 [3.51]
 [3.13]
 [2.94]
 [2.97]
 [3.11]
 [2.98]
 [3.26]
 [3.19]
 [3.35]
 [3.81]
 [4.58]
 [4.49]
 [4.45]
 [4.27]
 [4.15]
 [4.32]
 [3.63]
 [3.51]
 [3.56]
 [3.98]
 [3.86]
 [4.09]
 [3.92]
 [3.19]
 [2.86]
 [2.78]
 [2.85]
 [2.8 ]
 [2.68]
 [2.59]
 [2.56]
 [2.51]
 [2.39]
 [2.29]
 [2.16]
 [2.12]
 [2.01]
 [1.98]
 [2.01]
 [2.05]
 [2.14]
 [2.2 ]
 [2.29]
 [2.18]
 [2.18]
 [2.33]
 [3.06]
 [2.97]
 [2.98]
 [3.51]
 [4.42]]","[[ 2.76780102]
 [ 2.60966517]
 [ 2.52899031]
 [ 2.68777549]
 [ 2.94280595]
 [ 2.64868883]
 [ 4.31806941]
 [ 4.12896216]
 [ 3.39256881]
 [ 3.24956486]
 [ 3.1720976 ]
 [ 3.52720506]
 [ 3.1654302 ]
 [ 3.00158666]
 [ 3.22627878]
 [ 3.33105677]
 [ 3.36067799]
 [ 3.70149647]
 [ 4.37437651]
 [ 4.36531826]
 [ 4.32793851]
 [ 4.34034367]
 [ 3.90605266]
 [ 3.89585836]
 [ 3.7602103 ]
 [ 3.34882095]
 [ 3.39923236]
 [ 4.15871923]
 [ 3.60055266]
 [ 3.88487393]
 [ 4.10342967]
 [ 3.3073122 ]
 [ 2.93245523]
 [ 2.81259564]
 [ 2.90793893]
 [ 2.64941477]
 [ 2.83829302]
 [ 2.65507492]
 [ 2.70853017]
 [ 2.775492  ]
 [ 2.57859776]
 [ 2.43756442]
 [ 2.30828607]
 [ 2.37894116]
 [ 2.15506916]
 [ 2.07808974]
 [ 2.23142848]
 [ 2.18146534]
 [ 2.23742462]
 [ 2.29364592]
 [ 2.44992661]
 [ 2.30315926]
 [ 2.0172752 ]
 [ 2.42431065]
 [ 3.15068422]
 [ 2.9684369 ]
 [ 2.34128931]
 [ 4.50127018]
 [ 4.77650337]
 [18.87792275]]"
